gsa_par_id,gsa_hol_id,ua_grp_id,ranking,covered
161330_5066_00458,36280242824,5HZH1TH,1604,1
161330_5066_00458,36280242824,00N9,1604,1
161330_5066_00458,36280242824,7V1D1,1604,1
161330_5066_00458,36280242824,EPEZH,1604,1
251170_5870_00610,1224024,7V1D1,1605,1
251170_5870_00610,1224024,EPEZH,1605,1
1217180_5270_00019,16122412,7V1D1,1606,1
1217180_5270_00019,16122412,EPEZH,1606,1
2519130_5867_00289,361688320,06IYG8X,1607,1
2519130_5867_00289,361688320,EPEZH,1607,1
123130_4671_00190,416121624,EPEZH,1608,1
6390_5468_00326,416241236,7V1D1,1609,1
6390_5468_00326,416241236,EPEZH,1609,1
2519130_5867_00011,362408432,7V1D1,1610,1
2519130_5867_00011,362408432,EPEZH,1610,1
171190_4669_00416,28121612,7V1D1,1611,1
171190_4669_00416,28121612,EPEZH,1611,1
01930_4672_00187,416203616,7V1D1,1612,1
01930_4672_00187,416203616,EPEZH,1612,1
186220_4668_00801,41643616,00N9,1613,1
186220_4668_00801,41643616,7V1D1,1613,1
186220_4668_00801,41643616,EPEZH,1613,1
186220_5069_00152,2832124,FTV4XP,1614,1
186220_5069_00152,2832124,7V1D1,1614,1
186220_5069_00152,2832124,EPEZH,1614,1
72510_4869_00675,28282016,7V1D1,1615,1
72510_4869_00675,28282016,EPEZH,1615,1
251170_5869_00005,12121216,7V1D1,1616,1
251170_5869_00005,12121216,EPEZH,1616,1
123130_4672_00067,24281628,7V1D1,1617,1
123130_4672_00067,24281628,EPEZH,1617,1
171190_4473_00149,362400836,06IYG8X,1618,1
171190_4473_00149,362400836,EPEZH,1618,1
251170_5869_00082,164360,06IYG8X,1619,1
251170_5869_00082,164360,EPEZH,1619,1
186220_4668_00247,3620036244,7V1D1,1620,1
186220_4668_00247,3620036244,EPEZH,1620,1
239170_5871_00009,3612163680,06IYG8X,1621,1
239170_5871_00009,3612163680,EPEZH,1621,1
01930_5072_00077,4824828,7V1D1,1622,1
01930_5072_00077,4824828,EPEZH,1622,1
171190_4673_00257,2424020,7V1D1,1623,1
171190_4673_00257,2424020,EPEZH,1623,1
181510_4474_00039,3616240248,RTS5,1624,1
181510_4474_00039,3616240248,7V1D1,1624,1
181510_4474_00039,3616240248,EPEZH,1624,1
151100_5469_00188,36201282032,EPEZH,1625,1
186220_4667_00572,28323236,7V1D1,1626,1
186220_4667_00572,28323236,EPEZH,1626,1
1223110_5866_00274,16201632,FTV4XP,1627,1
1223110_5866_00274,16201632,7V1D1,1627,1
1223110_5866_00274,16201632,EPEZH,1627,1
2519130_5867_00086,3241624,7V1D1,1628,1
2519130_5867_00086,3241624,EPEZH,1628,1
186220_5067_00320,28283612,7V1D1,1629,1
186220_5067_00320,28283612,EPEZH,1629,1
01930_5072_00074,362012123212,7V1D1,1630,1
01930_5072_00074,362012123212,EPEZH,1630,1
72510_4871_00172,32362436,06IYG8X,1631,1
72510_4871_00172,32362436,EPEZH,1631,1
1218190_4673_00070,3282024,7V1D1,1632,1
1218190_4673_00070,3282024,EPEZH,1632,1
186220_4467_00141,361616362820,06IYG8X,1633,1
186220_4467_00141,361616362820,EPEZH,1633,1
72510_5070_00079,44161224,06IYG8X,1634,1
72510_5070_00079,44161224,EPEZH,1634,1
186220_4667_00699,41228128,00N9,1635,1
186220_4667_00699,41228128,7V1D1,1635,1
186220_4667_00699,41228128,EPEZH,1635,1
171190_4472_00306,36202812,7V1D1,1636,1
171190_4472_00306,36202812,EPEZH,1636,1
6390_5467_00290,36162432240,06IYG8X,1637,1
6390_5467_00290,36162432240,EPEZH,1637,1
122110_5868_00046,1628816,06IYG8X,1638,1
122110_5868_00046,1628816,EPEZH,1638,1
623160_5667_00159,2012124,EPEZH,1639,1
72510_5070_00255,36281242820,5HZH1TH,1640,1
72510_5070_00255,36281242820,7V1D1,1640,1
72510_5070_00255,36281242820,EPEZH,1640,1
72510_4670_00078,40242020,7V1D1,1641,1
72510_4670_00078,40242020,EPEZH,1641,1
251170_5869_00591,362428282820,06IYG8X,1642,1
251170_5869_00591,362428282820,EPEZH,1642,1
623160_5467_00046,208368,EPEZH,1643,1
1617120_5070_00129,44203620,06IYG8X,1644,1
1617120_5070_00129,44203620,EPEZH,1644,1
6390_5468_00229,2828244,7V1D1,1645,1
6390_5468_00229,2828244,EPEZH,1645,1
171190_4470_00331,3612816240,7V1D1,1646,1
171190_4470_00331,3612816240,EPEZH,1646,1
186220_4668_00665,3628124324,00N9,1647,1
186220_4668_00665,3628124324,7V1D1,1647,1
186220_4668_00665,3628124324,EPEZH,1647,1
186220_5067_00016,2836824,00N9,1648,1
186220_5067_00016,2836824,7V1D1,1648,1
186220_5067_00016,2836824,EPEZH,1648,1
186220_4667_00831,2828200,7V1D1,1649,1
186220_4667_00831,2828200,EPEZH,1649,1
2519130_5669_00060,3612201200,7V1D1,1650,1
2519130_5669_00060,3612201200,EPEZH,1650,1
123130_4671_00073,3281212,8AEAE,1651,1
123130_4671_00073,3281212,7V1D1,1651,1
123130_4671_00073,3281212,EPEZH,1651,1
186220_4667_00270,36243212028,06IYG8X,1652,1
186220_4667_00270,36243212028,EPEZH,1652,1
186220_5068_00166,3624284,7V1D1,1653,1
186220_5068_00166,3624284,EPEZH,1653,1
171190_4669_00177,3624368436,7V1D1,1654,1
171190_4669_00177,3624368436,EPEZH,1654,1
1223110_5867_00138,361628004,7V1D1,1655,1
1223110_5867_00138,361628004,EPEZH,1655,1
2517160_5265_00034,36242824416,06IYG8X,1656,1
2517160_5265_00034,36242824416,EPEZH,1656,1
186220_5268_00003,48121616,06IYG8X,1657,1
186220_5268_00003,48121616,EPEZH,1657,1
186220_4868_00113,32848,7V1D1,1658,1
186220_4868_00113,32848,EPEZH,1658,1
2519130_5867_00083,36240123624,7V1D1,1659,1
2519130_5867_00083,36240123624,EPEZH,1659,1
186220_4868_00468,480280,06IYG8X,1660,1
186220_4868_00468,480280,EPEZH,1660,1
186220_4667_00530,28363636,7V1D1,1661,1
186220_4667_00530,28363636,EPEZH,1661,1
186130_5274_00049,24322416,06IYG8X,1662,1
186130_5274_00049,24322416,EPEZH,1662,1
1617120_5071_00195,2824128,RTS5,1663,1
1617120_5071_00195,2824128,7V1D1,1663,1
1617120_5071_00195,2824128,EPEZH,1663,1
186220_4666_00626,362820241628,9SIS78,1664,1
186220_4666_00626,362820241628,7V1D1,1664,1
186220_4666_00626,362820241628,EPEZH,1664,1
186220_4866_00041,36284283220,5HZH1TH,1665,1
186220_4866_00041,36284283220,7V1D1,1665,1
186220_4866_00041,36284283220,EPEZH,1665,1
251170_5869_00331,12123236,7V1D1,1666,1
251170_5869_00331,12123236,EPEZH,1666,1
171190_4669_00360,40243236,FTV4XP,1667,1
171190_4669_00360,40243236,7V1D1,1667,1
171190_4669_00360,40243236,EPEZH,1667,1
72510_4670_00289,362812880,06IYG8X,1668,1
72510_4670_00289,362812880,EPEZH,1668,1
1822160_5075_00059,444036,7V1D1,1669,1
1822160_5075_00059,444036,EPEZH,1669,1
186220_4867_00346,362820163636,7V1D1,1670,1
186220_4867_00346,362820163636,EPEZH,1670,1
171190_4672_00055,36202812,7V1D1,1671,1
171190_4672_00055,36202812,EPEZH,1671,1
01930_4871_00250,36162443220,06IYG8X,1672,1
01930_4871_00250,36162443220,EPEZH,1672,1
1617120_5270_00111,3642820,7V1D1,1673,1
1617120_5270_00111,3642820,EPEZH,1673,1
251170_5869_00361,12202036,06IYG8X,1674,1
251170_5869_00361,12202036,EPEZH,1674,1
186220_4668_00411,1628012,7V1D1,1675,1
186220_4668_00411,1628012,EPEZH,1675,1
186220_4667_00377,3212432,7V1D1,1676,1
186220_4667_00377,3212432,EPEZH,1676,1
18580_5265_00001,2828248,FTV4XP,1677,1
18580_5265_00001,2828248,7V1D1,1677,1
18580_5265_00001,2828248,EPEZH,1677,1
151100_5469_00175,41201236,06IYG8X,1678,1
151100_5469_00175,41201236,00N9,1678,1
151100_5469_00175,41201236,EPEZH,1678,1
1218190_4674_00140,3612203280,7V1D1,1679,1
1218190_4674_00140,3612203280,EPEZH,1679,1
72510_4868_00045,3624424,FTV4XP,1680,1
72510_4868_00045,3624424,7V1D1,1680,1
72510_4868_00045,3624424,EPEZH,1680,1
186220_4666_00522,402088,06IYG8X,1681,1
186220_4666_00522,402088,EPEZH,1681,1
171190_4470_00205,368324,7V1D1,1682,1
171190_4470_00205,368324,EPEZH,1682,1
72510_4869_00150,3624364,00N9,1683,1
72510_4869_00150,3624364,7V1D1,1683,1
72510_4869_00150,3624364,EPEZH,1683,1
1223110_5866_00189,16241216,7V1D1,1684,1
1223110_5866_00189,16241216,EPEZH,1684,1
251170_5669_00074,3628481628,7V1D1,1685,1
251170_5669_00074,3628481628,EPEZH,1685,1
186130_5273_00019,24363636,7V1D1,1686,1
186130_5273_00019,24363636,EPEZH,1686,1
171190_4669_00426,3220016,7V1D1,1687,1
171190_4669_00426,3220016,EPEZH,1687,1
6390_5467_00087,168368,7V1D1,1688,1
6390_5467_00087,168368,EPEZH,1688,1
72510_4870_00016,3282428,00N9,1689,1
72510_4870_00016,3282428,7V1D1,1689,1
72510_4870_00016,3282428,EPEZH,1689,1
810130_5073_00056,408832,06IYG8X,1690,1
810130_5073_00056,408832,EPEZH,1690,1
1822160_5275_00066,240288,00N9,1691,1
1822160_5275_00066,240288,7V1D1,1691,1
1822160_5275_00066,240288,EPEZH,1691,1
171190_4670_00035,164032,FTV4XP,1692,1
171190_4670_00035,164032,7V1D1,1692,1
171190_4670_00035,164032,EPEZH,1692,1
2519130_5669_00083,1228208,7V1D1,1693,1
2519130_5669_00083,1228208,EPEZH,1693,1
2519130_5668_00235,3616288240,06IYG8X,1694,1
2519130_5668_00235,3616288240,EPEZH,1694,1
122110_6069_00012,36161224328,7V1D1,1695,1
122110_6069_00012,36161224328,EPEZH,1695,1
186220_4666_00076,2081216,06IYG8X,1696,1
186220_4666_00076,2081216,EPEZH,1696,1
1010170_5672_00021,122804,7V1D1,1697,1
1010170_5672_00021,122804,EPEZH,1697,1
623160_5666_00053,2016428,06IYG8X,1698,1
623160_5666_00053,2016428,EPEZH,1698,1
1218190_4675_00088,168028,7V1D1,1699,1
1218190_4675_00088,168028,EPEZH,1699,1
251170_5869_00493,12283636,7V1D1,1700,1
251170_5869_00493,12283636,EPEZH,1700,1
1218190_4674_00417,24362832,7V1D1,1701,1
1218190_4674_00417,24362832,EPEZH,1701,1
171190_4470_00454,280828,EPEZH,1702,1
36110_4469_00738,41232284,7V1D1,1703,1
36110_4469_00738,41232284,EPEZH,1703,1
251170_5869_00460,36281220328,5HZH1TH,1704,1
251170_5869_00460,36281220328,7V1D1,1704,1
251170_5869_00460,36281220328,EPEZH,1704,1
251170_5869_00507,361242800,EPEZH,1705,1
181510_4475_00005,1643224,7V1D1,1706,1
181510_4475_00005,1643224,EPEZH,1706,1
186220_4866_00640,416283624,06IYG8X,1707,1
186220_4866_00640,416283624,EPEZH,1707,1
18580_5466_00094,44241612,7V1D1,1708,1
18580_5466_00094,44241612,EPEZH,1708,1
72510_4870_00203,412282836,06IYG8X,1709,1
72510_4870_00203,412282836,FTV4XP,1709,1
72510_4870_00203,412282836,EPEZH,1709,1
122110_5867_00082,12322828,EPEZH,1710,1
251170_5870_00511,12323224,EPEZH,1711,1
171190_4670_00243,1616204,FTV4XP,1712,1
171190_4670_00243,1616204,7V1D1,1712,1
171190_4670_00243,1616204,EPEZH,1712,1
186220_4666_00299,362820241628,9SIS78,1713,1
186220_4666_00299,362820241628,7V1D1,1713,1
186220_4666_00299,362820241628,EPEZH,1713,1
186220_4668_00191,36161616160,06IYG8X,1714,1
186220_4668_00191,36161616160,EPEZH,1714,1
1822160_5274_00053,16161620,7V1D1,1715,1
1822160_5274_00053,16161620,EPEZH,1715,1
72510_4669_00108,164124,7V1D1,1716,1
72510_4669_00108,164124,EPEZH,1716,1
181510_4675_00004,3612322880,7V1D1,1717,1
181510_4675_00004,3612322880,EPEZH,1717,1
72510_4670_00212,36242028424,RTS5,1718,1
72510_4670_00212,36242028424,7V1D1,1718,1
72510_4670_00212,36242028424,EPEZH,1718,1
111600_5469_00036,36202828832,EPEZH,1719,1
1017150_5266_00003,1602416,06IYG8X,1720,1
1017150_5266_00003,1602416,00N9,1720,1
1017150_5266_00003,1602416,EPEZH,1720,1
72510_4869_00083,28241612,RTS5,1721,1
72510_4869_00083,28241612,7V1D1,1721,1
72510_4869_00083,28241612,EPEZH,1721,1
161330_5066_00436,48363228,EPEZH,1722,1
171190_4669_00112,3628124324,00N9,1723,1
171190_4669_00112,3628124324,7V1D1,1723,1
171190_4669_00112,3628124324,EPEZH,1723,1
72510_4869_00327,28283632,7V1D1,1724,1
72510_4869_00327,28283632,EPEZH,1724,1
72510_4670_00018,28241212,7V1D1,1725,1
72510_4670_00018,28241212,EPEZH,1725,1
186220_4667_01026,1682836,06IYG8X,1726,1
186220_4667_01026,1682836,EPEZH,1726,1
6390_5467_00053,3216812,7V1D1,1727,1
6390_5467_00053,3216812,EPEZH,1727,1
2519130_5867_00068,16243636,00N9,1728,1
2519130_5867_00068,16243636,7V1D1,1728,1
2519130_5867_00068,16243636,EPEZH,1728,1
171190_4672_00103,32888,7V1D1,1729,1
171190_4672_00103,32888,EPEZH,1729,1
151100_5469_00204,36163224324,EPEZH,1730,1
67170_5075_00131,16322432,7V1D1,1731,1
67170_5075_00131,16322432,EPEZH,1731,1
186220_4667_00819,361628880,8AEAE,1732,1
186220_4667_00819,361628880,7V1D1,1732,1
186220_4667_00819,361628880,EPEZH,1732,1
171190_4670_00233,40322416,06IYG8X,1733,1
171190_4670_00233,40322416,EPEZH,1733,1
1223110_6066_00063,16241216,7V1D1,1734,1
1223110_6066_00063,16241216,EPEZH,1734,1
171190_4473_00442,41628436,7V1D1,1735,1
171190_4473_00442,41628436,EPEZH,1735,1
1223110_5865_00035,3603612,06IYG8X,1736,1
1223110_5865_00035,3603612,EPEZH,1736,1
1617120_5071_00013,36282032036,5HZH1TH,1737,1
1617120_5071_00013,36282032036,00N9,1737,1
1617120_5071_00013,36282032036,7V1D1,1737,1
1617120_5071_00013,36282032036,EPEZH,1737,1
36110_4469_00372,28322012,7V1D1,1738,1
36110_4469_00372,28322012,EPEZH,1738,1
1617120_5071_00089,4483628,00N9,1739,1
1617120_5071_00089,4483628,7V1D1,1739,1
1617120_5071_00089,4483628,EPEZH,1739,1
01930_5071_00093,320368,00N9,1740,1
01930_5071_00093,320368,7V1D1,1740,1
01930_5071_00093,320368,EPEZH,1740,1
1223110_6066_00002,16162836,7V1D1,1741,1
1223110_6066_00002,16162836,EPEZH,1741,1
186220_4868_00590,40281624,EPEZH,1742,1
72510_4669_00050,32282424,7V1D1,1743,1
72510_4669_00050,32282424,EPEZH,1743,1
122110_6067_00202,4836320,06IYG8X,1744,1
122110_6067_00202,4836320,EPEZH,1744,1
01930_4671_00091,4024820,8AEAE,1745,1
01930_4671_00091,4024820,7V1D1,1745,1
01930_4671_00091,4024820,EPEZH,1745,1
12510_5665_00171,160204,06IYG8X,1746,1
12510_5665_00171,160204,EPEZH,1746,1
1617120_5271_00029,3236024,7V1D1,1747,1
1617120_5271_00029,3236024,EPEZH,1747,1
72510_4869_00231,3624364,7V1D1,1748,1
72510_4869_00231,3624364,EPEZH,1748,1
171190_4470_00065,28322012,7V1D1,1749,1
171190_4470_00065,28322012,EPEZH,1749,1
01930_4872_00026,2416820,06IYG8X,1750,1
01930_4872_00026,2416820,EPEZH,1750,1
623160_5666_00366,4124836,7V1D1,1751,1
623160_5666_00366,4124836,EPEZH,1751,1
1223110_6065_00058,16161220,7V1D1,1752,1
1223110_6065_00058,16161220,EPEZH,1752,1
171190_4672_00173,36161632128,7V1D1,1753,1
171190_4672_00173,36161632128,EPEZH,1753,1
186220_4667_00080,28241612,7V1D1,1754,1
186220_4667_00080,28241612,EPEZH,1754,1
186220_4667_00306,28242032,7V1D1,1755,1
186220_4667_00306,28242032,EPEZH,1755,1
1218190_4675_00149,164836,7V1D1,1756,1
1218190_4675_00149,164836,EPEZH,1756,1
181510_4474_00021,3628443632,7V1D1,1757,1
181510_4474_00021,3628443632,EPEZH,1757,1
186220_5067_00367,48283628,7V1D1,1758,1
186220_5067_00367,48283628,EPEZH,1758,1
810130_5074_00028,1612036,7V1D1,1759,1
810130_5074_00028,1612036,EPEZH,1759,1
186220_4666_00060,32202816,7V1D1,1760,1
186220_4666_00060,32202816,EPEZH,1760,1
186220_4666_00001,160412,FTV4XP,1761,1
186220_4666_00001,160412,7V1D1,1761,1
186220_4666_00001,160412,EPEZH,1761,1
186220_4868_00192,36322412,06IYG8X,1762,1
186220_4868_00192,36322412,EPEZH,1762,1
1323170_4874_00046,362024282436,7V1D1,1763,1
1323170_4874_00046,362024282436,EPEZH,1763,1
11900_4873_00154,361203280,06IYG8X,1764,1
11900_4873_00154,361203280,EPEZH,1764,1
72510_4869_00463,3228432,06IYG8X,1765,1
72510_4869_00463,3228432,EPEZH,1765,1
186220_4668_00281,3628124328,7V1D1,1766,1
186220_4668_00281,3628124328,EPEZH,1766,1
72510_4869_00230,3212328,06IYG8X,1767,1
72510_4869_00230,3212328,EPEZH,1767,1
12510_5665_00415,362840244,5HZH1TH,1768,1
12510_5665_00415,362840244,7V1D1,1768,1
12510_5665_00415,362840244,EPEZH,1768,1
181510_4474_00075,36201224820,7V1D1,1769,1
181510_4474_00075,36201224820,EPEZH,1769,1
2519130_5867_00127,28361216,00N9,1770,1
2519130_5867_00127,28361216,7V1D1,1770,1
2519130_5867_00127,28361216,EPEZH,1770,1
186220_5068_00427,40203224,7V1D1,1771,1
186220_5068_00427,40203224,EPEZH,1771,1
72510_4868_00028,3624424,FTV4XP,1772,1
72510_4868_00028,3624424,7V1D1,1772,1
72510_4868_00028,3624424,EPEZH,1772,1
72510_4869_00359,32242816,7V1D1,1773,1
72510_4869_00359,32242816,EPEZH,1773,1
126170_4674_00020,32162824,06IYG8X,1774,1
126170_4674_00020,32162824,00N9,1774,1
126170_4674_00020,32162824,EPEZH,1774,1
810130_5074_00253,2024320,7V1D1,1775,1
810130_5074_00253,2024320,EPEZH,1775,1
36110_4469_00760,2424160,7V1D1,1776,1
36110_4469_00760,2424160,EPEZH,1776,1
181510_4675_00334,3628483224,7V1D1,1777,1
181510_4675_00334,3628483224,EPEZH,1777,1
623160_5667_00090,2024820,06IYG8X,1778,1
623160_5667_00090,2024820,EPEZH,1778,1
2519130_5868_00072,1620412,06IYG8X,1779,1
2519130_5868_00072,1620412,EPEZH,1779,1
171190_4670_00301,2843636,06IYG8X,1780,1
171190_4670_00301,2843636,EPEZH,1780,1
18580_5466_00016,282800,06IYG8X,1781,1
18580_5466_00016,282800,EPEZH,1781,1
239170_5871_00314,1212204,7V1D1,1782,1
239170_5871_00314,1212204,EPEZH,1782,1
2517160_5265_00086,41616836,00N9,1783,1
2517160_5265_00086,41616836,7V1D1,1783,1
2517160_5265_00086,41616836,EPEZH,1783,1
186220_4867_00132,416201216,8AEAE,1784,1
186220_4867_00132,416201216,7V1D1,1784,1
186220_4867_00132,416201216,EPEZH,1784,1
6390_5467_00213,416242416,FTV4XP,1785,1
6390_5467_00213,416242416,7V1D1,1785,1
6390_5467_00213,416242416,EPEZH,1785,1
186220_4868_00354,36242024,7V1D1,1786,1
186220_4868_00354,36242024,EPEZH,1786,1
251170_6070_00161,36836480,FTV4XP,1787,1
251170_6070_00161,36836480,7V1D1,1787,1
251170_6070_00161,36836480,EPEZH,1787,1
186220_5068_00385,4160164,7V1D1,1788,1
186220_5068_00385,4160164,EPEZH,1788,1
72510_5070_00142,36122828,7V1D1,1789,1
72510_5070_00142,36122828,EPEZH,1789,1
01930_4872_00005,32282428,7V1D1,1790,1
01930_4872_00005,32282428,EPEZH,1790,1
171190_4473_00317,48163628,7V1D1,1791,1
171190_4473_00317,48163628,EPEZH,1791,1
72510_4869_00378,4012024,7V1D1,1792,1
72510_4869_00378,4012024,EPEZH,1792,1
1218190_4674_00184,32202012,00N9,1793,1
1218190_4674_00184,32202012,7V1D1,1793,1
1218190_4674_00184,32202012,EPEZH,1793,1
01930_4671_00082,40201620,7V1D1,1794,1
01930_4671_00082,40201620,EPEZH,1794,1
1822160_5274_00045,16161620,7V1D1,1795,1
1822160_5274_00045,16161620,EPEZH,1795,1
239170_5871_00011,3612163680,06IYG8X,1796,1
239170_5871_00011,3612163680,EPEZH,1796,1
72510_4869_00189,361632323216,EPEZH,1797,1
72510_5070_00166,320816,7V1D1,1798,1
72510_5070_00166,320816,EPEZH,1798,1
161330_5066_00113,283688,06IYG8X,1799,1
161330_5066_00113,283688,EPEZH,1799,1
186220_5268_00002,32008,7V1D1,1800,1
186220_5268_00002,32008,EPEZH,1800,1
186220_4667_00073,321280,00N9,1801,1
186220_4667_00073,321280,7V1D1,1801,1
186220_4667_00073,321280,EPEZH,1801,1
171190_4670_00312,4432436,7V1D1,1802,1
171190_4670_00312,4432436,EPEZH,1802,1
1822160_5274_00030,32282012,FTV4XP,1803,1
1822160_5274_00030,32282012,7V1D1,1803,1
1822160_5274_00030,32282012,EPEZH,1803,1
72510_4869_00394,40242020,7V1D1,1804,1
72510_4869_00394,40242020,EPEZH,1804,1
186220_4867_00307,36243212828,7V1D1,1805,1
186220_4867_00307,36243212828,EPEZH,1805,1
01930_4671_00041,4028812,00N9,1806,1
01930_4671_00041,4028812,7V1D1,1806,1
01930_4671_00041,4028812,EPEZH,1806,1
186220_4868_00494,41643616,00N9,1807,1
186220_4868_00494,41643616,7V1D1,1807,1
186220_4868_00494,41643616,EPEZH,1807,1
72510_4870_00197,3216816,00N9,1808,1
72510_4870_00197,3216816,7V1D1,1808,1
72510_4870_00197,3216816,EPEZH,1808,1
171190_4671_00031,1616204,7V1D1,1809,1
171190_4671_00031,1616204,EPEZH,1809,1
01930_4672_00148,416161612,06IYG8X,1810,1
01930_4672_00148,416161612,8AEAE,1810,1
01930_4672_00148,416161612,EPEZH,1810,1
161330_4866_00049,36363612,7V1D1,1811,1
161330_4866_00049,36363612,EPEZH,1811,1
186220_4667_00139,3628402416,8AEAE,1812,1
186220_4667_00139,3628402416,7V1D1,1812,1
186220_4667_00139,3628402416,EPEZH,1812,1
186220_4668_00348,36282482412,5HZH1TH,1813,1
186220_4668_00348,36282482412,7V1D1,1813,1
186220_4668_00348,36282482412,EPEZH,1813,1
186220_5067_00151,40242424,06IYG8X,1814,1
186220_5067_00151,40242424,EPEZH,1814,1
18580_5466_00085,416122820,FTV4XP,1815,1
18580_5466_00085,416122820,7V1D1,1815,1
18580_5466_00085,416122820,EPEZH,1815,1
1617120_5070_00238,41228836,7V1D1,1816,1
1617120_5070_00238,41228836,EPEZH,1816,1
12510_5665_00176,4024412,7V1D1,1817,1
12510_5665_00176,4024412,EPEZH,1817,1
2517160_5266_00232,3628882012,00N9,1818,1
2517160_5266_00232,3628882012,EPEZH,1818,1
1323170_4874_00019,32202424,7V1D1,1819,1
1323170_4874_00019,32202424,EPEZH,1819,1
186220_4668_00179,320024,00N9,1820,1
186220_4668_00179,320024,7V1D1,1820,1
186220_4668_00179,320024,EPEZH,1820,1
72510_4671_00016,1683232,7V1D1,1821,1
72510_4671_00016,1683232,EPEZH,1821,1
1617120_5270_00076,28243624,7V1D1,1822,1
1617120_5270_00076,28243624,EPEZH,1822,1
186220_5068_00049,36323220,06IYG8X,1823,1
186220_5068_00049,36323220,9SIS78,1823,1
186220_5068_00049,36323220,EPEZH,1823,1
1223110_5667_00018,2002436,06IYG8X,1824,1
1223110_5667_00018,2002436,EPEZH,1824,1
251170_5870_00073,1220284,7V1D1,1825,1
251170_5870_00073,1220284,EPEZH,1825,1
18580_5465_00055,1681212,7V1D1,1826,1
18580_5465_00055,1681212,EPEZH,1826,1
122110_6067_00130,361224400,00N9,1827,1
122110_6067_00130,361224400,7V1D1,1827,1
122110_6067_00130,361224400,EPEZH,1827,1
1223110_5867_00009,3612036160,FTV4XP,1828,1
1223110_5867_00009,3612036160,7V1D1,1828,1
1223110_5867_00009,3612036160,EPEZH,1828,1
186220_5067_00004,2836824,FTV4XP,1829,1
186220_5067_00004,2836824,7V1D1,1829,1
186220_5067_00004,2836824,EPEZH,1829,1
01930_4671_00064,2824820,00N9,1830,1
01930_4671_00064,2824820,7V1D1,1830,1
01930_4671_00064,2824820,EPEZH,1830,1
1218190_4675_00272,168016,FTV4XP,1831,1
1218190_4675_00272,168016,7V1D1,1831,1
1218190_4675_00272,168016,EPEZH,1831,1
11900_4873_00042,36282032428,7V1D1,1832,1
11900_4873_00042,36282032428,EPEZH,1832,1
186220_5068_00442,4020208,00N9,1833,1
186220_5068_00442,4020208,7V1D1,1833,1
186220_5068_00442,4020208,EPEZH,1833,1
186220_5067_00157,1681212,7V1D1,1834,1
186220_5067_00157,1681212,EPEZH,1834,1
181510_4475_00191,3616322804,7V1D1,1835,1
181510_4475_00191,3616322804,EPEZH,1835,1
186220_5069_00159,32242816,FTV4XP,1836,1
186220_5069_00159,32242816,7V1D1,1836,1
186220_5069_00159,32242816,EPEZH,1836,1
2519130_5868_00327,3628441612,EPEZH,1837,1
186220_4467_00118,412241616,7V1D1,1838,1
186220_4467_00118,412241616,EPEZH,1838,1
181510_4674_00077,36161642428,7V1D1,1839,1
181510_4674_00077,36161642428,EPEZH,1839,1
2519130_5669_00002,1236200,00N9,1840,1
2519130_5669_00002,1236200,7V1D1,1840,1
2519130_5669_00002,1236200,EPEZH,1840,1
72510_4871_00176,36804,00N9,1841,1
72510_4871_00176,36804,7V1D1,1841,1
72510_4871_00176,36804,EPEZH,1841,1
6390_5467_00227,2082028,7V1D1,1842,1
6390_5467_00227,2082028,EPEZH,1842,1
186220_4667_00251,321284,7V1D1,1843,1
186220_4667_00251,321284,EPEZH,1843,1
111600_5269_00074,4828364,9SIS78,1844,1
111600_5269_00074,4828364,7V1D1,1844,1
111600_5269_00074,4828364,EPEZH,1844,1
1223110_5866_00305,4836016,7V1D1,1845,1
1223110_5866_00305,4836016,EPEZH,1845,1
1223110_5667_00010,36242028424,RTS5,1846,1
1223110_5667_00010,36242028424,7V1D1,1846,1
1223110_5667_00010,36242028424,EPEZH,1846,1
251170_5669_00092,1212128,7V1D1,1847,1
251170_5669_00092,1212128,EPEZH,1847,1
1217180_5270_00021,36201224320,06IYG8X,1848,1
1217180_5270_00021,36201224320,00N9,1848,1
1217180_5270_00021,36201224320,EPEZH,1848,1
1617120_5070_00274,3624082032,EPEZH,1849,1
1617120_5071_00314,2824128,7V1D1,1850,1
1617120_5071_00314,2824128,EPEZH,1850,1
1218190_4674_00262,3628024160,7V1D1,1851,1
1218190_4674_00262,3628024160,EPEZH,1851,1
72510_4869_00057,16808,FTV4XP,1852,1
72510_4869_00057,16808,7V1D1,1852,1
72510_4869_00057,16808,EPEZH,1852,1
623160_5466_00023,1628324,7V1D1,1853,1
623160_5466_00023,1628324,EPEZH,1853,1
251170_5871_00022,121248,7V1D1,1854,1
251170_5871_00022,121248,EPEZH,1854,1
1223110_5666_00003,1601220,7V1D1,1855,1
1223110_5666_00003,1601220,EPEZH,1855,1
171190_4670_00320,32202432,RTS5,1856,1
171190_4670_00320,32202432,8AEAE,1856,1
171190_4670_00320,32202432,7V1D1,1856,1
171190_4670_00320,32202432,EPEZH,1856,1
171190_4473_00771,24243612,7V1D1,1857,1
171190_4473_00771,24243612,EPEZH,1857,1
1218190_4873_00078,4024324,7V1D1,1858,1
1218190_4873_00078,4024324,EPEZH,1858,1
623160_5666_00044,2002036,7V1D1,1859,1
623160_5666_00044,2002036,EPEZH,1859,1
1223110_5867_00100,1620160,FTV4XP,1860,1
1223110_5867_00100,1620160,7V1D1,1860,1
1223110_5867_00100,1620160,EPEZH,1860,1
